102L	0	0	1	2	4	6	10	18	29	39	54	86	128	176	238	292	337	346	302	225	127	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	9	12	16	31	78	122	149	206	256	292	223	182	81	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	20	25	36	85	132	166	193	215	218	126	76	44	5	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	1	8	22	39	52	68	108	157	201	263	319	353	358	315	222	105	23	1	0	0	0	0	0	0	0	0	0	0	0	1297	26	18	372	0.41947445032461084	0.980694789988339	15.626868769081577
102M	0	0	1	2	3	6	10	20	29	37	57	87	128	182	244	309	362	373	309	175	48	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	17	18	40	90	79	119	227	268	285	253	129	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	29	40	52	61	94	145	191	237	274	187	123	18	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	2	7	22	43	55	71	115	170	222	291	351	395	376	285	138	36	3	0	0	0	0	0	0	0	0	0	0	0	0	1220	23	20	362	0.6107969138725831	0.732139475207673	14.673550956717413
302D	1	3	4	5	5	9	20	28	34	46	69	96	135	166	179	178	157	146	121	73	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	86	30	5	54	151	158	353	229	190	169	70	19	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	20	21	19	11	26	37	108	131	110	85	84	77	55	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	22	40	0.26799305921369904	0.9766469488524411	12.253300646014628
402D	1	3	5	6	7	13	24	31	43	56	76	98	129	162	197	197	126	56	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	87	53	2	12	83	69	203	364	213	72	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	23	20	17	28	52	98	90	101	92	66	32	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	14	24	0.4993559992848538	0.8932254965913721	9.752124308932766
103L	0	0	1	2	4	6	10	18	29	40	54	86	129	178	240	293	336	341	295	215	120	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	10	12	19	28	78	113	148	195	236	277	227	189	87	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	20	17	26	41	83	125	161	195	223	223	129	85	67	9	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	2	7	21	41	54	68	109	160	202	264	318	351	353	308	214	100	22	1	0	0	0	0	0	0	0	0	0	0	0	1270	25	19	366	0.42094964237874094	0.9866886889156188	15.479443927221471
103M	0	0	1	2	4	5	10	20	28	37	56	87	126	181	243	308	362	374	311	177	49	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	21	18	44	83	82	113	221	274	285	258	129	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	28	41	50	60	91	146	191	237	275	190	123	19	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	1	1	2	7	21	42	56	71	114	169	220	291	350	395	376	288	139	36	3	0	0	0	0	0	0	0	0	0	0	0	0	1220	23	20	362	0.613945620386323	0.7306917121915197	14.710206329512605
303D	1	3	4	5	5	10	19	28	35	46	69	96	135	166	179	178	157	146	121	73	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	86	29	5	55	151	159	353	228	190	169	69	19	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	19	21	20	11	26	38	109	131	109	85	84	77	55	34	12	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	22	40	0.26732813870321115	0.9765477072598351	12.243335946452243
104L	0	0	1	2	4	6	11	17	28	39	54	86	129	177	239	295	342	351	301	222	124	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	8	13	17	34	76	119	159	178	286	298	223	169	80	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	12	26	35	37	73	144	157	203	220	210	120	72	46	4	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	2	2	8	21	39	52	67	106	156	203	265	325	360	361	315	217	102	22	1	0	0	0	0	0	0	0	0	0	0	0	1302	26	18	373	0.4304600750022639	0.9790977034116338	15.565779532438741
104L	0	0	1	2	4	7	10	17	28	39	54	86	129	176	238	294	340	348	302	224	127	34	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	2	10	28	35	64	104	169	195	256	300	230	175	90	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	15	20	28	41	80	148	171	186	223	202	126	73	42	4	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	3	8	21	39	52	69	107	155	202	264	320	355	358	315	224	105	23	1	0	0	0	0	0	0	0	0	0	0	0	1302	26	18	373	0.42498893354948847	0.9734276831172134	15.596247734782164
104M	0	0	1	2	4	5	11	20	27	37	56	86	128	180	242	308	360	373	310	178	49	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	24	26	37	72	85	120	224	273	285	257	130	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	22	44	44	55	95	174	187	241	284	195	126	18	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	1	1	7	21	41	56	72	114	167	222	287	350	391	375	290	143	37	2	0	0	0	0	0	0	0	0	0	0	0	0	1217	23	21	361	0.6217868470405341	0.7241929544921073	14.703860635964505
404D	1	3	4	5	6	11	22	30	38	50	69	89	119	144	175	207	191	129	69	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	65	61	6	6	57	86	196	369	250	146	91	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	22	29	26	14	33	54	92	88	89	106	97	71	40	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	18	35	0.3995102034515927	0.8677335953290819	11.306143224502868
105M	0	0	1	2	4	6	11	19	27	36	56	85	123	179	240	305	363	377	314	180	50	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	10	38	51	75	92	141	233	265	279	245	118	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	20	39	48	55	99	160	186	242	282	201	132	20	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	1	2	7	20	40	55	71	113	163	214	286	351	395	382	293	146	38	3	0	0	0	0	0	0	0	0	0	0	0	0	1217	23	21	361	0.6283757034820341	0.7191931914527525	14.783794364917577
205D	1	2	3	5	6	11	19	26	36	48	63	85	120	164	218	234	188	157	96	35	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	68	55	2	22	109	110	230	362	213	207	82	39	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	14	22	19	17	33	49	94	91	112	111	94	84	47	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0	502	0	22	38	0.40619801037959297	0.9354613620294596	11.835634823447474
205L	0	0	1	2	4	6	10	18	29	40	54	87	130	179	241	295	338	342	293	210	113	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	17	20	29	74	112	149	195	232	274	237	197	84	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	22	19	26	34	90	130	173	188	215	217	123	77	44	4	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	2	2	8	21	40	54	69	110	159	203	267	323	354	353	303	206	95	21	1	0	0	0	0	0	0	0	0	0	0	0	1263	25	18	364	0.4284285662211351	0.9860570128581997	15.355106138526642
405D	1	2	3	4	6	9	17	23	32	42	56	76	108	148	206	244	218	206	175	122	59	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	66	38	3	25	98	97	203	360	254	262	196	101	71	27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	21	17	10	21	38	81	73	102	122	111	118	93	68	33	5	0	0	0	0	0	0	0	0	0	0	0	0	672	0	30	48	0.32522490225187184	0.9777365597767771	14.051652710286703
106M	0	0	1	2	4	5	10	20	28	37	57	87	127	183	246	312	365	374	309	174	47	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	18	17	47	83	83	116	216	274	287	255	130	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	37	53	61	96	140	191	237	274	190	125	19	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	1	2	8	21	42	56	72	117	173	224	298	356	397	374	283	136	35	3	0	0	0	0	0	0	0	0	0	0	0	0	1229	23	20	366	0.6165926978932516	0.736422214202216	14.656478504311355
206D	2	4	5	7	7	13	25	34	45	58	85	113	154	176	159	110	43	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	35	72	50	17	65	157	164	275	116	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	7	12	24	27	14	24	43	94	138	104	44	23	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	10	19	0.714832371508127	0.9083960117167735	8.134405730424309
206L	0	0	1	2	4	6	10	17	28	39	54	85	128	176	237	292	339	347	302	224	125	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	16	13	16	32	74	117	160	198	260	299	223	179	78	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	23	20	25	36	83	134	165	192	214	219	129	75	45	5	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	2	1	7	21	39	52	67	107	155	201	263	319	355	360	314	220	103	23	1	0	0	0	0	0	0	0	0	0	0	0	1293	26	18	370	0.4243833588694974	0.9819546942286077	15.609731156872888
406D	0	2	4	4	5	9	15	23	32	42	54	75	102	130	172	226	237	218	205	152	95	29	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	60	41	1	9	60	83	221	358	253	227	264	145	95	45	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	15	16	10	19	37	70	62	71	102	118	112	111	81	54	16	1	0	0	0	0	0	0	0	0	0	0	0	724	0	32	46	0.3107177457021159	0.9923666547634518	15.140913091978563
107L	0	0	1	2	3	6	10	17	28	40	53	85	128	176	238	293	339	347	301	222	124	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	11	19	35	75	120	151	200	258	292	224	177	88	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	25	18	23	38	84	133	164	194	213	219	128	75	46	5	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	2	2	8	21	39	52	67	108	156	201	264	319	355	359	315	221	103	23	1	0	0	0	0	0	0	0	0	0	0	0	1290	26	18	371	0.4249398807255014	0.982293807518002	15.595702437460325
107M	0	0	1	2	4	5	10	20	28	37	56	86	127	182	245	310	364	375	311	177	49	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	17	21	41	85	81	118	216	275	286	257	129	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	26	40	51	58	95	144	187	238	275	191	125	19	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	1	2	7	21	42	55	72	115	173	223	296	355	396	375	285	139	36	3	0	0	0	0	0	0	0	0	0	0	0	0	1229	23	20	366	0.6160710767695174	0.735642564105511	14.704875870649342
207L	0	0	1	2	4	6	11	20	30	42	63	96	137	194	255	311	346	318	214	103	31	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	25	44	46	69	89	117	149	298	325	158	60	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	11	20	22	37	39	81	169	200	154	149	119	16	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	2	2	10	26	42	52	76	122	174	237	304	330	329	276	163	63	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1028	19	11	270	0.547916515985065	0.9278981055003145	13.595102131586934
307D	1	3	4	5	6	12	22	29	38	54	81	112	147	164	171	171	147	115	66	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	81	52	22	79	156	131	297	263	167	98	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	2	8	20	30	27	12	22	50	112	138	108	86	80	62	31	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	18	37	0.37077728805351634	0.9749389754118041	10.604110297634737
307D	1	3	4	5	7	13	21	30	38	52	78	110	147	166	172	174	149	117	66	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	83	40	7	67	175	136	313	257	167	98	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	12	19	30	27	16	25	47	119	129	106	85	80	63	32	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	18	37	0.38479607910063723	0.9727907770772168	10.606540382143006
108L	0	0	1	2	3	6	10	17	28	40	53	85	128	176	237	292	338	347	302	224	126	35	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	10	16	33	75	120	160	203	255	294	222	179	80	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	23	19	24	36	81	134	162	194	215	219	128	76	46	5	0	0	0	0	0	0	0	0	0	0	0	1	2	3	2	1	2	8	22	39	52	67	106	156	200	263	317	353	359	319	229	111	26	1	0	0	0	0	0	0	0	0	0	0	0	1294	26	18	375	0.4233795743397947	0.9804455973959587	15.62560847718529
108M	0	0	1	2	3	6	11	20	28	38	56	86	127	182	245	311	365	375	310	176	49	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	6	17	23	56	77	86	115	206	276	292	248	131	29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26	45	51	55	97	146	188	236	276	190	122	18	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	1	2	7	21	42	57	74	115	172	224	297	356	396	375	283	136	34	3	0	0	0	0	0	0	0	0	0	0	0	0	1229	23	20	366	0.613634938139494	0.7354584931949046	14.680383906309965
208D	1	3	4	5	6	11	22	30	38	50	78	105	146	172	180	170	134	92	43	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	93	44	18	58	144	143	339	244	135	47	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	22	34	17	17	28	47	118	137	111	71	56	38	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	16	30	0.43188087606968306	0.972246885746198	10.154495606780234
208L	0	0	1	2	4	6	12	20	30	43	64	97	140	194	257	312	347	318	212	101	30	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	4	1	20	51	37	72	115	125	136	279	313	164	65	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	24	23	40	33	84	175	204	149	153	112	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	3	2	2	10	26	43	52	77	122	179	236	306	328	328	275	160	61	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1035	19	11	270	0.5484720639219602	0.9303910524729243	13.546719849628861
109D	1	3	4	5	5	9	20	27	35	45	69	97	137	164	176	177	158	146	122	74	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	84	34	7	56	152	148	334	247	191	174	71	19	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	20	20	20	11	25	35	104	132	114	86	85	77	56	35	12	0	0	0	0	0	0	0	0	0	0	0	0	0	486	0	22	40	0.2699101110072296	0.9799562881100032	12.274228447861919
109L	0	0	1	2	3	6	10	18	28	39	54	85	128	176	238	293	338	346	301	224	127	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	10	19	40	66	122	168	192	262	292	227	186	100	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	25	18	23	36	84	133	166	192	213	218	128	75	46	5	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	2	2	7	22	38	52	68	107	156	201	264	318	353	358	317	226	109	25	1	0	0	0	0	0	0	0	0	0	0	0	1295	27	18	374	0.420462286485249	0.9803471780787617	15.623089496795256
109M	0	0	1	2	4	5	10	20	28	37	56	86	127	182	244	310	365	375	310	175	48	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	17	16	46	84	85	116	215	275	285	257	130	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	23	40	50	61	92	145	188	238	279	191	120	18	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	2	1	2	7	20	42	56	72	114	168	220	293	352	396	376	287	138	35	3	0	0	0	0	0	0	0	0	0	0	0	0	1225	23	20	362	0.616901992858405	0.7373888369714048	14.68842529620474
209L	0	0	1	2	4	7	11	18	28	38	54	87	128	179	239	294	340	350	313	230	119	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	25	30	54	84	101	139	220	261	231	225	211	73	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	18	15	27	36	76	113	185	204	242	208	122	86	23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	2	3	8	22	38	49	70	112	155	201	261	315	359	361	318	227	105	21	0	0	0	0	0	0	0	0	0	0	0	0	1307	26	18	374	0.4696345750889195	0.9436076676948681	15.488305350928115
309D	1	3	4	5	6	12	22	29	36	50	74	99	139	164	186	186	148	115	61	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	86	42	7	54	144	175	350	234	174	73	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	19	21	18	17	27	36	115	133	123	69	73	64	35	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	18	34	0.38967936539818016	0.9864479832042793	10.740694410375047
409D	2	3	5	6	7	13	24	32	42	55	74	97	132	172	210	195	113	51	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	96	46	1	16	93	71	213	385	177	60	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	26	18	11	26	46	84	94	116	77	59	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	14	22	0.5276914454381647	0.8701000900342838	9.627404511754659
409D	1	3	4	6	8	13	24	31	42	54	73	96	127	154	181	195	142	70	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	80	60	4	8	69	76	187	368	209	93	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	26	16	13	23	53	78	75	96	93	64	47	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	0	14	22	0.4668072020451077	0.9091788792734148	9.984931026235106
